Battle,battle_location,Enemy,Lvl,HP,XP,GP,AtkMult,HitPercent,Atk,DefMul,Evade,Defense,MDefMult,MagicEvade,MDef,MinSpd,MaxSpd,SpellPower,ScriptValue1,ScriptValue2,ScriptValue3,ScriptValue4
calbrena,Mist Cave,Brena,4,17,34,13,2,85,11,0,0,2,2,85,13,8,8,8,,,,
calbrena,Mist Cave,Calbrena,10,253,500,125,2,90,16,0,0,5,7,80,31,5,5,10,scriptHP: 6,,,
calbrena,Elements (Giant 1),Cal,53,12201,4881,1250,6,70,72,0,0,0,2,60,2,111,111,12,,,,
calbrena,Elements (Giant 1),Brena,26,3661,4881,1250,6,70,72,2,20,2,2,60,2,111,111,12,,,,
calbrena,Elements (Giant 1),Calbrena,79,56417,73215,12500,10,80,128,2,35,3,3,60,4,89,89,15,scriptHP: 1221,,,
calbrena,Sealed Cave,Cal,25,2230,1096,500,4,90,48,0,0,0,2,85,13,111,111,60,,,,
calbrena,Sealed Cave,Brena,12,669,1096,500,4,90,48,1,30,1,2,85,13,111,111,60,,,,
calbrena,Sealed Cave,Calbrena,37,10307,16429,5000,6,90,84,1,35,2,7,80,29,66,66,79,scriptHP: 223,,,
calbrena,Fabul Defense,Cal,10,221,267,90,2,99,20,0,0,0,1,60,6,9,12,10,,,,
calbrena,Fabul Defense,Brena,5,67,267,90,2,99,20,2,20,2,1,60,6,9,12,10,,,,
calbrena,Fabul Defense,Calbrena,15,1020,3993,891,3,90,36,2,20,2,3,60,11,6,9,14,scriptHP: 23,,,
calbrena,Golbez (Dwarf Castle 2),Cal,21,353,953,688,3,90,38,0,0,0,0,0,0,40,43,1,,,,
calbrena,Golbez (Dwarf Castle 2),Brena,10,106,953,688,3,90,38,0,0,0,0,0,0,40,43,1,,,,
calbrena,Golbez (Dwarf Castle 2),Calbrena,31,1629,14286,6875,5,99,68,0,0,0,0,0,0,27,27,1,scriptHP: 36,,,
calbrena,Baron Guards (Baron Inn 1),Cal,12,47,69,63,3,75,26,0,0,0,1,40,7,16,19,20,,,,
calbrena,Baron Guards (Baron Inn 1),Brena,6,15,69,63,3,75,26,1,40,1,1,40,7,16,19,20,,,,
calbrena,Baron Guards (Baron Inn 1),Calbrena,18,217,1029,625,3,99,46,1,90,1,3,40,14,11,14,26,scriptHP: 5,,,
calbrena,Baron Throne Room,Cal,11,470,262,250,2,99,22,0,0,0,5,60,21,22,25,22,,,,
calbrena,Baron Throne Room,Brena,6,141,262,250,2,99,22,1,30,1,5,60,21,22,25,22,,,,
calbrena,Baron Throne Room,Calbrena,16,2170,3929,2500,3,99,44,2,50,2,10,50,48,15,15,29,scriptHP: 47,,,
calbrena,Karate (Baron Inn 2),Cal,21,470,0,0,4,90,48,0,0,0,0,0,0,6,9,21,,,,
calbrena,Karate (Baron Inn 2),Brena,10,141,0,0,4,90,48,0,0,0,0,0,0,6,9,21,,,,
calbrena,Karate (Baron Inn 2),Calbrena,31,2170,0,0,6,99,86,0,0,0,0,0,0,4,7,28,scriptHP: 47,,,
calbrena,Eblan Royalty (Upper Babil 1),Cal,10,704,0,0,5,90,66,0,0,0,0,0,0,89,89,10,,,,
calbrena,Eblan Royalty (Upper Babil 1),Brena,5,212,0,0,5,90,66,0,0,0,0,0,0,89,89,10,,,,
calbrena,Eblan Royalty (Upper Babil 1),Calbrena,15,3255,0,0,9,85,116,0,0,0,0,0,0,53,53,14,scriptHP: 71,,,
calbrena,Leviatan (Feymarch),Cal,53,4107,1334,0,7,99,98,0,0,0,5,60,21,89,89,26,,,,
calbrena,Leviatan (Feymarch),Brena,26,1232,1334,0,7,99,98,0,0,2,5,60,21,89,89,26,,,,
calbrena,Leviatan (Feymarch),Calbrena,79,18987,20000,0,13,99,174,0,0,5,10,80,47,53,53,34,scriptHP: 411,,,
calbrena,Dr Lugae (Lower Babil - Top),Cal,17,2223,1240,688,4,90,48,0,0,0,0,0,0,40,43,6,,,,
calbrena,Dr Lugae (Lower Babil - Top),Brena,8,667,1240,688,4,90,48,1,30,1,0,0,0,40,43,6,,,,
calbrena,Dr Lugae (Lower Babil - Top),Calbrena,25,10276,18586,6875,6,99,86,1,50,1,0,0,0,27,27,8,scriptHP: 223,,,
calbrena,Magus Sisters (Zot 1),Cal,11,1056,429,563,3,85,34,0,0,0,1,60,6,10,13,9,,,,
calbrena,Magus Sisters (Zot 1),Brena,6,317,429,563,3,85,34,1,30,1,1,60,6,10,13,9,,,,
calbrena,Magus Sisters (Zot 1),Calbrena,16,4883,6429,5625,5,80,60,1,45,2,3,60,11,7,7,11,scriptHP: 106,,,
calbrena,Milon (Ordeals 1),Cal,10,327,181,207,1,60,10,0,0,0,0,0,0,11,14,11,,,,
calbrena,Milon (Ordeals 1),Brena,5,98,181,207,1,60,10,1,30,1,0,0,0,11,14,11,,,,
calbrena,Milon (Ordeals 1),Calbrena,15,1509,2715,2063,1,75,19,1,35,2,0,0,0,8,8,15,scriptHP: 33,,,
calbrena,Milon Z (Ordeals 2),Cal,10,352,191,188,2,99,22,0,0,0,3,40,10,13,16,24,,,,
calbrena,Milon Z (Ordeals 2),Brena,5,106,191,188,2,99,22,1,30,1,3,40,10,13,16,24,,,,
calbrena,Milon Z (Ordeals 2),Calbrena,15,1628,2858,1875,3,99,44,1,60,1,6,40,22,9,9,31,scriptHP: 36,,,
calbrena,Dark Knight Cecil (Ordeals 3),Cal,12,118,0,0,3,75,26,0,0,0,1,60,6,8,8,12,,,,
calbrena,Dark Knight Cecil (Ordeals 3),Brena,6,36,0,0,3,75,26,0,0,0,1,60,6,8,8,12,,,,
calbrena,Dark Knight Cecil (Ordeals 3),Calbrena,17,543,0,0,3,99,46,0,0,0,3,60,11,5,5,15,scriptHP: 12,,,
calbrena,Mt Hobs,Cal,10,147,208,110,2,90,16,0,0,0,3,40,4,10,13,4,,,,
calbrena,Mt Hobs,Brena,5,44,208,110,2,90,16,0,0,0,3,40,4,10,13,4,,,,
calbrena,Mt Hobs,Calbrena,15,679,3115,1097,3,80,30,0,0,0,1,40,9,7,7,5,scriptHP: 15,,,
calbrena,Watery Passage,Cal,7,276,58,32,2,85,13,0,0,0,3,60,11,53,53,7,,,,
calbrena,Watery Passage,Brena,4,83,58,32,2,85,13,0,0,0,3,60,11,53,53,7,,,,
calbrena,Watery Passage,Calbrena,10,1275,858,313,2,99,22,0,0,0,6,60,25,31,31,9,scriptHP: 28,,,
calbrena,Odin (Baron Castle Basement),Cal,35,2405,858,0,5,90,66,0,0,0,3,40,14,65,65,72,,,,
calbrena,Odin (Baron Castle Basement),Brena,17,722,858,0,5,90,66,2,40,2,3,40,14,65,65,72,,,,
calbrena,Odin (Baron Castle Basement),Calbrena,53,11121,12858,0,9,85,116,2,90,3,7,50,32,43,46,95,scriptHP: 241,,,
calbrena,Kaipo Inn,Cal,8,36,42,16,2,90,15,0,0,0,1,60,6,3,6,8,,,,
calbrena,Kaipo Inn,Brena,4,11,42,16,2,90,15,1,30,1,1,60,6,3,6,8,,,,
calbrena,Kaipo Inn,Calbrena,11,164,629,154,3,75,26,1,65,2,2,60,12,2,4,10,scriptHP: 4,,,
calbrena,Ogopogo (Lunar Core),Cal,41,4341,2910,0,6,90,84,0,0,0,4,40,18,65,65,97,,,,
calbrena,Ogopogo (Lunar Core),Brena,20,1303,2910,0,6,90,84,2,30,2,4,40,18,65,65,97,,,,
calbrena,Ogopogo (Lunar Core),Calbrena,62,20072,43643,0,11,99,150,4,55,4,9,50,40,38,38,127,scriptHP: 435,,,
calbrena,Pale Dim (Lunar Sub),Cal,65,3203,2810,0,6,90,80,0,0,0,5,60,21,65,65,24,,,,
calbrena,Pale Dim (Lunar Sub),Brena,32,961,2810,0,6,90,80,5,20,5,5,60,21,65,65,24,,,,
calbrena,Pale Dim (Lunar Sub),Calbrena,98,14810,42143,0,11,85,144,5,40,5,10,50,48,40,43,31,scriptHP: 321,,,
calbrena,Plague (Lunar Sub),Cal,64,3285,1486,35,6,90,82,0,0,0,3,40,14,43,46,64,,,,
calbrena,Plague (Lunar Sub),Brena,31,986,1486,35,6,90,82,3,25,3,3,40,14,43,46,64,,,,
calbrena,Plague (Lunar Sub),Calbrena,96,15190,22286,344,11,90,146,4,50,5,7,50,32,29,32,84,scriptHP: 329,,,
calbrena,Rubicant (Upper Babil 2),Cal,33,2957,1191,438,4,90,50,0,0,0,4,60,17,65,65,13,,,,
calbrena,Rubicant (Upper Babil 2),Brena,16,887,1191,438,4,90,50,1,40,1,4,60,17,65,65,13,,,,
calbrena,Rubicant (Upper Babil 2),Calbrena,50,13671,17858,4375,7,80,88,1,90,1,8,80,37,38,38,16,scriptHP: 296,,,
calbrena,Valvalis (Zot 2),Cal,24,704,453,344,3,95,40,0,0,0,1,30,5,27,30,48,,,,
calbrena,Valvalis (Zot 2),Brena,12,212,453,344,3,95,40,0,0,0,1,30,5,27,30,48,,,,
calbrena,Valvalis (Zot 2),Calbrena,36,3255,6786,3438,5,99,70,0,0,0,3,40,12,18,18,63,scriptHP: 71,,,
calbrena,Wyvern (Lunar Sub),Cal,66,2933,3062,0,7,80,90,0,0,0,6,60,23,65,65,7,,,,
calbrena,Wyvern (Lunar Sub),Brena,32,880,3062,0,7,80,90,3,35,3,6,60,23,65,65,7,,,,
calbrena,Wyvern (Lunar Sub),Calbrena,99,13562,45929,0,12,90,160,4,80,5,10,50,52,43,46,8,scriptHP: 294,,,
cpu,Antlion Cave,CPU,2,834,500,800,2,85,11,0,0,2,2,60,8,5,5,6,,,,
cpu,Antlion Cave,Attacker,4,84,500,0,1,60,8,0,0,2,1,65,2,4,4,2,,,,
cpu,Antlion Cave,Defender,2,84,500,0,1,60,8,0,0,2,1,65,2,15,15,2,,,,
cpu,Asura (Feymarch),CPU,63,19167,6667,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
cpu,Asura (Feymarch),Attacker,99,1917,6667,0,7,80,90,0,0,0,2,85,11,53,53,26,,,,
cpu,Asura (Feymarch),Defender,63,1917,6667,0,7,80,90,0,0,0,2,85,11,111,111,26,,,,
cpu,Cave Bahamut,CPU,47,30834,11667,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
cpu,Cave Bahamut,Attacker,78,3084,11667,0,9,85,116,0,0,1,1,65,2,20,23,7,,,,
cpu,Cave Bahamut,Defender,47,3084,11667,0,9,85,116,0,0,1,1,65,2,69,69,7,,,,
cpu,Baigan (Baron Castle 1),CPU,9,3500,1607,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
cpu,Baigan (Baron Castle 1),Attacker,15,350,1607,0,3,85,34,0,0,0,2,70,3,7,7,4,,,,
cpu,Baigan (Baron Castle 1),Defender,9,350,1607,0,3,85,34,0,0,0,2,70,3,21,24,4,,,,
cpu,Calbrena (Dwarf Castle 1),CPU,47,7104,7000,8000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
cpu,Calbrena (Dwarf Castle 1),Attacker,78,711,7000,0,5,90,64,1,35,2,2,60,8,9,9,16,,,,
cpu,Calbrena (Dwarf Castle 1),Defender,47,711,7000,0,5,90,64,1,35,2,2,60,8,31,31,16,,,,
cpu,CPU (Giant 2),CPU,48,20000,50000,10333,13,99,174,4,45,4,8,50,38,38,38,127,,,,
cpu,CPU (Giant 2),Attacker,79,2000,50000,0,9,85,116,5,20,5,3,60,11,31,31,47,,,,
cpu,CPU (Giant 2),Defender,48,2000,50000,0,9,85,116,5,20,5,3,60,11,111,111,47,,,,
cpu,Cave Magnes,CPU,19,4167,2334,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
cpu,Cave Magnes,Attacker,32,417,2334,0,3,90,36,0,0,4,6,70,74,9,9,6,,,,
cpu,Cave Magnes,Defender,19,417,2334,0,3,90,36,0,0,4,6,70,74,31,31,6,,,,
cpu,Dark Imp (Tower Key),CPU,16,498,1940,135,5,70,56,0,0,0,0,0,0,18,21,43,,,,
cpu,Dark Imp (Tower Key),Attacker,27,50,1940,0,3,90,38,0,0,0,0,0,0,14,17,16,,,,
cpu,Dark Imp (Tower Key),Defender,16,50,1940,0,3,90,38,0,0,0,0,0,0,53,53,16,,,,
cpu,D Lunar (Lunar Sub),CPU,99,35000,33334,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
cpu,D Lunar (Lunar Sub),Attacker,99,3500,33334,0,7,99,96,4,20,5,2,90,16,22,25,14,,,,
cpu,D Lunar (Lunar Sub),Defender,99,3500,33334,0,7,99,96,4,20,5,2,90,16,89,89,14,,,,
cpu,Mist Cave,CPU,10,388,234,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
cpu,Mist Cave,Attacker,17,39,234,0,2,85,11,0,0,5,2,85,11,4,4,4,,,,
cpu,Mist Cave,Defender,10,39,234,0,2,85,11,0,0,5,2,85,11,15,15,4,,,,
cpu,Elements (Giant 1),CPU,79,65000,34167,20000,10,80,128,2,35,3,3,60,4,89,89,15,,,,
cpu,Elements (Giant 1),Attacker,99,8667,34167,0,7,80,88,3,20,4,1,70,1,69,69,6,,,,
cpu,Elements (Giant 1),Defender,79,8667,34167,0,7,80,88,3,20,4,1,70,1,111,111,6,,,,
cpu,Sealed Cave,CPU,37,15834,7667,8000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
cpu,Sealed Cave,Attacker,61,1584,7667,0,5,70,56,2,15,3,2,85,11,53,53,30,,,,
cpu,Sealed Cave,Defender,37,1584,7667,0,5,70,56,2,15,3,2,85,11,111,111,30,,,,
cpu,Fabul Defense,CPU,15,1567,1864,1425,3,90,36,2,20,2,3,60,11,6,9,40,,,,
cpu,Fabul Defense,Attacker,25,157,1864,0,3,75,24,2,15,3,2,70,3,5,8,15,,,,
cpu,Fabul Defense,Defender,15,157,1864,0,3,75,24,2,15,3,2,70,3,18,21,15,,,,
cpu,Golbez (Dwarf Castle 2),CPU,31,2502,6667,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
cpu,Golbez (Dwarf Castle 2),Attacker,52,251,6667,0,4,80,46,0,0,0,0,0,0,20,23,1,,,,
cpu,Golbez (Dwarf Castle 2),Defender,31,251,6667,0,4,80,46,0,0,0,0,0,0,69,69,1,,,,
cpu,Baron Guards (Baron Inn 1),CPU,18,334,480,1000,3,99,46,1,90,1,3,40,14,11,14,26,,,,
cpu,Baron Guards (Baron Inn 1),Attacker,30,34,480,0,3,80,30,1,40,1,3,50,4,9,12,10,,,,
cpu,Baron Guards (Baron Inn 1),Defender,18,34,480,0,3,80,30,1,40,1,3,50,4,33,36,10,,,,
cpu,Baron Throne Room,CPU,16,3334,1834,4000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
cpu,Baron Throne Room,Attacker,27,334,1834,0,3,80,30,2,20,2,4,60,15,11,11,11,,,,
cpu,Baron Throne Room,Defender,16,334,1834,0,3,80,30,2,20,2,4,60,15,41,44,11,,,,
cpu,Karate (Baron Inn 2),CPU,31,3334,0,0,6,99,86,0,0,0,0,0,0,4,7,83,,,,
cpu,Karate (Baron Inn 2),Attacker,52,334,0,0,5,70,58,0,0,0,0,0,0,3,6,31,,,,
cpu,Karate (Baron Inn 2),Defender,31,334,0,0,5,70,58,0,0,0,0,0,0,12,15,31,,,,
cpu,Eblan Royalty (Upper Babil 1),CPU,15,5000,0,0,9,85,116,0,0,0,0,0,0,53,53,40,,,,
cpu,Eblan Royalty (Upper Babil 1),Attacker,25,500,0,0,6,80,78,0,0,0,0,0,0,41,44,15,,,,
cpu,Eblan Royalty (Upper Babil 1),Defender,15,500,0,0,6,80,78,0,0,0,0,0,0,111,111,15,,,,
cpu,Leviatan (Feymarch),CPU,79,29167,9334,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
cpu,Leviatan (Feymarch),Attacker,99,2917,9334,0,9,85,116,0,0,5,2,85,13,41,44,13,,,,
cpu,Leviatan (Feymarch),Defender,79,2917,9334,0,9,85,116,0,0,5,2,85,13,111,111,13,,,,
cpu,Dr Lugae (Lower Babil - Top),CPU,25,15786,8674,11000,6,99,86,1,50,1,0,0,0,27,27,7,,,,
cpu,Dr Lugae (Lower Babil - Top),Attacker,42,1579,8674,0,5,70,58,1,25,2,0,0,0,20,23,3,,,,
cpu,Dr Lugae (Lower Babil - Top),Defender,25,1579,8674,0,5,70,58,1,25,2,0,0,0,69,69,3,,,,
cpu,Magus Sisters (Zot 1),CPU,16,7500,3000,9000,5,80,60,1,45,2,3,60,11,7,7,11,,,,
cpu,Magus Sisters (Zot 1),Attacker,27,750,3000,0,4,70,40,1,25,2,2,70,3,5,5,5,,,,
cpu,Magus Sisters (Zot 1),Defender,16,750,3000,0,4,70,40,1,25,2,2,70,3,18,21,5,,,,
cpu,Milon (Ordeals 1),CPU,15,2317,1267,3300,1,75,19,1,35,2,0,0,0,8,8,14,,,,
cpu,Milon (Ordeals 1),Attacker,25,232,1267,0,2,60,12,2,15,3,0,0,0,7,7,6,,,,
cpu,Milon (Ordeals 1),Defender,15,232,1267,0,2,60,12,2,15,3,0,0,0,21,24,6,,,,
cpu,Milon Z (Ordeals 2),CPU,15,2500,1334,3000,3,99,44,1,60,1,6,40,22,9,9,31,,,,
cpu,Milon Z (Ordeals 2),Attacker,25,250,1334,0,3,80,30,1,30,1,2,40,7,7,7,12,,,,
cpu,Milon Z (Ordeals 2),Defender,15,250,1334,0,3,80,30,1,30,1,2,40,7,27,27,12,,,,
cpu,Dark Knight Cecil (Ordeals 3),CPU,17,834,0,0,3,99,46,0,0,0,3,60,11,5,5,45,,,,
cpu,Dark Knight Cecil (Ordeals 3),Attacker,28,84,0,0,3,80,30,0,0,0,2,70,3,4,4,17,,,,
cpu,Dark Knight Cecil (Ordeals 3),Defender,17,84,0,0,3,80,30,0,0,0,2,70,3,15,15,17,,,,
cpu,Mt Hobs,CPU,15,1042,1454,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
cpu,Mt Hobs,Attacker,25,105,1454,0,1,80,20,0,0,0,1,45,2,5,5,2,,,,
cpu,Mt Hobs,Defender,15,105,1454,0,1,80,20,0,0,0,1,45,2,18,21,2,,,,
cpu,Watery Passage,CPU,10,1959,400,500,2,99,22,0,0,0,6,60,25,31,31,27,,,,
cpu,Watery Passage,Attacker,17,196,400,0,2,90,15,0,0,0,2,60,8,23,26,10,,,,
cpu,Watery Passage,Defender,10,196,400,0,2,90,15,0,0,0,2,60,8,89,89,10,,,,
cpu,Odin (Baron Castle Basement),CPU,53,17084,6000,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
cpu,Odin (Baron Castle Basement),Attacker,88,1709,6000,0,6,80,78,3,40,4,2,60,10,35,38,36,,,,
cpu,Odin (Baron Castle Basement),Defender,53,1709,6000,0,6,80,78,3,40,4,2,60,10,111,111,36,,,,
cpu,Kaipo Inn,CPU,11,252,294,245,3,75,26,1,65,2,2,60,12,2,4,30,,,,
cpu,Kaipo Inn,Attacker,19,26,294,0,4,60,17,1,25,2,2,70,3,1,3,11,,,,
cpu,Kaipo Inn,Defender,11,26,294,0,4,60,17,1,25,2,2,70,3,6,9,11,,,,
cpu,Ogopogo (Lunar Core),CPU,62,30834,20367,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
cpu,Ogopogo (Lunar Core),Attacker,99,3084,20367,0,8,80,100,5,20,5,3,60,11,31,31,47,,,,
cpu,Ogopogo (Lunar Core),Defender,62,3084,20367,0,8,80,100,5,20,5,3,60,11,111,111,47,,,,
cpu,Pale Dim (Lunar Sub),CPU,98,22750,19667,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
cpu,Pale Dim (Lunar Sub),Attacker,99,2275,19667,0,7,99,96,6,20,6,4,60,15,32,35,12,,,,
cpu,Pale Dim (Lunar Sub),Defender,98,2275,19667,0,7,99,96,6,20,6,4,60,15,111,111,12,,,,
cpu,Plague (Lunar Sub),CPU,96,23334,10400,550,11,90,146,4,50,5,7,50,32,29,32,254,,,,
cpu,Plague (Lunar Sub),Attacker,99,2334,10400,0,8,80,100,5,30,6,2,60,10,23,26,94,,,,
cpu,Plague (Lunar Sub),Defender,96,2334,10400,0,8,80,100,5,30,6,2,60,10,89,89,94,,,,
cpu,Rubicant (Upper Babil 2),CPU,50,21000,8334,7000,7,80,88,1,90,1,8,80,37,38,38,16,,,,
cpu,Rubicant (Upper Babil 2),Attacker,83,2100,8334,0,5,70,58,1,40,1,2,85,11,31,31,6,,,,
cpu,Rubicant (Upper Babil 2),Defender,50,2100,8334,0,5,70,58,1,40,1,2,85,11,111,111,6,,,,
cpu,Valvalis (Zot 2),CPU,36,5000,3167,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
cpu,Valvalis (Zot 2),Attacker,60,500,3167,0,4,80,46,0,0,0,2,45,3,15,15,24,,,,
cpu,Valvalis (Zot 2),Defender,36,500,3167,0,4,80,46,0,0,0,2,45,3,53,53,24,,,,
cpu,Wyvern (Lunar Sub),CPU,99,20834,21434,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
cpu,Wyvern (Lunar Sub),Attacker,99,2084,21434,0,8,90,106,5,30,6,4,60,15,35,38,3,,,,
cpu,Wyvern (Lunar Sub),Defender,99,2084,21434,0,8,90,106,5,30,6,4,60,15,111,111,3,,,,
darkelf,Antlion Cave,Dark Elf,2,20400,215,356,1,65,2,0,0,0,2,60,8,4,4,1,,,,
darkelf,Antlion Cave,Dark Elf,2,600,1286,445,2,85,11,0,0,2,2,60,8,5,5,2,,,,
darkelf,Asura (Feymarch),Dark Elf,50,29200,2858,0,4,80,44,0,0,0,8,80,37,53,53,5,,,,
darkelf,Asura (Feymarch),Dark Elf,63,13800,17143,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
darkelf,Cave Bahamut,Dark Elf,38,34800,5000,0,5,70,58,0,0,0,1,60,8,20,23,2,,,,
darkelf,Cave Bahamut,Dark Elf,47,22200,30000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
darkelf,Baigan (Baron Castle 1),Dark Elf,8,21680,689,1334,1,75,18,0,0,0,3,60,11,7,7,1,,,,
darkelf,Baigan (Baron Castle 1),Dark Elf,9,2520,4132,1667,4,99,52,0,0,0,3,60,11,8,8,9,,,,
darkelf,Calbrena (Dwarf Castle 1),Dark Elf,38,23410,3000,3556,3,85,32,0,0,0,6,60,25,9,9,3,,,,
darkelf,Calbrena (Dwarf Castle 1),Dark Elf,47,5115,18000,4445,7,99,96,0,0,2,6,60,25,11,11,41,,,,
darkelf,CPU (Giant 2),Dark Elf,38,29600,21429,4593,5,70,58,0,0,0,8,50,38,31,31,9,,,,
darkelf,CPU (Giant 2),Dark Elf,48,14400,128572,5741,13,99,174,0,0,4,8,50,38,38,38,127,,,,
darkelf,Cave Magnes,Dark Elf,15,22000,1000,4000,1,75,18,0,0,0,99,99,254,9,9,1,,,,
darkelf,Cave Magnes,Dark Elf,19,3000,6000,5000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
darkelf,Dark Imp (Tower Key),Dark Elf,13,20239,832,60,1,75,19,0,0,0,0,0,0,14,17,1,,,,
darkelf,Dark Imp (Tower Key),Dark Elf,16,359,4989,75,5,70,56,0,0,0,0,0,0,18,21,13,,,,
darkelf,D Lunar (Lunar Sub),Dark Elf,79,36800,14286,0,4,90,48,0,0,0,10,80,54,22,25,3,,,,
darkelf,D Lunar (Lunar Sub),Dark Elf,99,25200,85715,0,11,85,144,0,0,4,10,80,54,30,30,36,,,,
darkelf,Mist Cave,Dark Elf,8,20186,100,89,1,60,6,0,0,0,7,80,31,4,4,1,,,,
darkelf,Mist Cave,Dark Elf,10,279,600,112,2,90,16,0,0,5,7,80,31,5,5,10,,,,
darkelf,Elements (Giant 1),Dark Elf,63,61600,14643,8889,4,70,42,0,0,0,3,60,4,69,69,1,,,,
darkelf,Elements (Giant 1),Dark Elf,79,62400,87858,11112,10,80,128,0,0,3,3,60,4,89,89,15,,,,
darkelf,Sealed Cave,Dark Elf,30,27600,3286,3556,3,80,28,0,0,0,7,80,29,53,53,6,,,,
darkelf,Sealed Cave,Dark Elf,37,11400,19715,4445,6,90,84,0,0,2,7,80,29,66,66,79,,,,
darkelf,Fabul Defense,Dark Elf,12,20752,799,634,2,60,12,0,0,0,3,60,11,5,8,1,,,,
darkelf,Fabul Defense,Dark Elf,15,1128,4792,792,3,90,36,0,0,2,3,60,11,6,9,12,,,,
darkelf,Golbez (Dwarf Castle 2),Dark Elf,25,21201,2858,4889,1,80,21,0,0,0,0,0,0,20,23,1,,,,
darkelf,Golbez (Dwarf Castle 2),Dark Elf,31,1802,17143,6112,5,99,68,0,0,0,0,0,0,27,27,1,,,,
darkelf,Baron Guards (Baron Inn 1),Dark Elf,15,20160,206,445,1,75,18,0,0,0,3,40,14,9,12,2,,,,
darkelf,Baron Guards (Baron Inn 1),Dark Elf,18,240,1235,556,3,99,46,0,0,1,3,40,14,11,14,26,,,,
darkelf,Baron Throne Room,Dark Elf,13,21600,786,1778,2,90,15,0,0,0,10,50,48,11,11,2,,,,
darkelf,Baron Throne Room,Dark Elf,16,2400,4715,2223,3,99,44,0,0,2,10,50,48,15,15,29,,,,
darkelf,Karate (Baron Inn 2),Dark Elf,25,21600,0,0,3,80,28,0,0,0,0,0,0,3,6,2,,,,
darkelf,Karate (Baron Inn 2),Dark Elf,31,2400,0,0,6,99,86,0,0,0,0,0,0,4,7,25,,,,
darkelf,Eblan Royalty (Upper Babil 1),Dark Elf,12,22400,0,0,4,70,40,0,0,0,0,0,0,41,44,1,,,,
darkelf,Eblan Royalty (Upper Babil 1),Dark Elf,15,3600,0,0,9,85,116,0,0,0,0,0,0,53,53,12,,,,
darkelf,Leviatan (Feymarch),Dark Elf,63,34000,4000,0,5,70,58,0,0,0,10,80,47,41,44,3,,,,
darkelf,Leviatan (Feymarch),Dark Elf,79,21000,24000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
darkelf,Dr Lugae (Lower Babil - Top),Dark Elf,20,27578,3718,4889,3,80,28,0,0,0,0,0,0,20,23,1,,,,
darkelf,Dr Lugae (Lower Babil - Top),Dark Elf,25,11366,22303,6112,6,99,86,0,0,1,0,0,0,27,27,7,,,,
darkelf,Magus Sisters (Zot 1),Dark Elf,13,23600,1286,4000,1,80,20,0,0,0,3,60,11,5,5,1,,,,
darkelf,Magus Sisters (Zot 1),Dark Elf,16,5400,7715,5000,5,80,60,0,0,2,3,60,11,7,7,11,,,,
darkelf,Milon (Ordeals 1),Dark Elf,12,21112,543,1467,1,60,6,0,0,0,0,0,0,7,7,1,,,,
darkelf,Milon (Ordeals 1),Dark Elf,15,1668,3258,1834,1,75,19,0,0,2,0,0,0,8,8,14,,,,
darkelf,Milon Z (Ordeals 2),Dark Elf,12,21200,572,1334,2,90,15,0,0,0,6,40,22,7,7,3,,,,
darkelf,Milon Z (Ordeals 2),Dark Elf,15,1800,3429,1667,3,99,44,0,0,1,6,40,22,9,9,32,,,,
darkelf,Dark Knight Cecil (Ordeals 3),Dark Elf,14,20400,0,0,1,75,18,0,0,0,3,60,11,4,4,1,,,,
darkelf,Dark Knight Cecil (Ordeals 3),Dark Elf,17,600,0,0,3,99,46,0,0,0,3,60,11,5,5,14,,,,
darkelf,Mt Hobs,Dark Elf,12,20500,623,780,1,60,10,0,0,0,1,40,9,5,5,1,,,,
darkelf,Mt Hobs,Dark Elf,15,750,3738,975,3,80,30,0,0,0,1,40,9,7,7,5,,,,
darkelf,Watery Passage,Dark Elf,8,20940,172,223,1,60,8,0,0,0,6,60,25,23,26,1,,,,
darkelf,Watery Passage,Dark Elf,10,1410,1029,278,2,99,22,0,0,0,6,60,25,31,31,8,,,,
darkelf,Odin (Baron Castle Basement),Dark Elf,42,28200,2572,0,4,70,40,0,0,0,7,50,32,35,38,7,,,,
